order_id,return_date,return_reason
115714,2025-10-05,Damaged
119226,2024-07-16,Damaged
53421,2025-10-15,Bad Quality
26484,2025-03-30,Bad Quality
9901,2024-07-24,Wrong Item
104167,2025-11-19,Damaged
96405,2025-03-27,Not Needed
68372,2025-09-05,Damaged
22021,2025-05-12,Damaged
90227,2025-06-07,Not Needed
21805,2024-02-02,Wrong Item
67558,2024-12-06,Wrong Item
114224,2025-09-03,Damaged
27913,2025-04-16,Wrong Item
7337,2025-09-30,Damaged
104514,2025-08-24,Wrong Item
76982,2025-02-24,Wrong Item
117128,2024-07-29,Bad Quality
1222,2025-02-27,Bad Quality
47149,2025-08-18,Damaged
80361,2025-05-24,Bad Quality
53342,2025-03-14,Damaged
29191,2025-07-01,Bad Quality
39884,2024-12-19,Damaged
114652,2025-09-11,Not Needed
109993,2024-11-12,Wrong Item
79767,2024-06-21,Not Needed
26410,2025-09-06,Wrong Item
79624,2025-03-12,Bad Quality
14042,2025-09-12,Bad Quality
70780,2024-07-01,Damaged
23688,2025-10-10,Bad Quality
97067,2025-11-04,Damaged
70387,2025-10-10,Not Needed
88735,2024-11-28,Not Needed
105550,2025-10-30,Bad Quality
106064,2025-07-11,Wrong Item
101989,2025-10-29,Wrong Item
47933,2024-07-04,Wrong Item
99318,2024-05-13,Wrong Item
70428,2025-08-24,Wrong Item
59858,2025-09-16,Bad Quality
108141,2025-02-02,Not Needed
102384,2025-07-15,Wrong Item
77102,2025-06-06,Damaged
16451,2025-08-28,Damaged
89696,2025-10-31,Wrong Item
71157,2025-01-16,Not Needed
29260,2025-06-21,Bad Quality
90763,2025-11-01,Wrong Item
83841,2025-04-28,Damaged
44365,2024-06-10,Wrong Item
98852,2025-07-16,Damaged
52101,2025-11-02,Damaged
78434,2025-11-25,Wrong Item
59711,2025-09-25,Wrong Item
36354,2025-06-25,Wrong Item
16142,2025-02-13,Bad Quality
118680,2025-09-06,Bad Quality
36101,2024-05-26,Wrong Item
72603,2025-10-20,Damaged
16651,2025-11-10,Damaged
37344,2025-04-22,Not Needed
94002,2025-07-10,Wrong Item
52980,2025-01-03,Bad Quality
25130,2025-01-14,Damaged
5755,2025-04-27,Not Needed
13563,2025-09-18,Wrong Item
3838,2025-11-02,Not Needed
778,2025-04-02,Damaged
75949,2025-05-13,Bad Quality
68281,2025-10-08,Not Needed
22232,2025-10-13,Bad Quality
84015,2025-11-03,Bad Quality
35187,2025-09-22,Damaged
90743,2025-10-18,Wrong Item
26481,2025-07-03,Wrong Item
17285,2024-12-16,Wrong Item
99156,2024-06-30,Damaged
27796,2024-05-13,Not Needed
79334,2025-05-20,Damaged
3663,2024-11-12,Not Needed
16900,2025-05-01,Bad Quality
55097,2025-10-24,Not Needed
6172,2024-03-17,Not Needed
74467,2025-05-22,Bad Quality
59609,2024-11-11,Not Needed
115484,2025-10-13,Bad Quality
112522,2025-06-10,Damaged
18425,2024-03-15,Damaged
90106,2025-09-05,Not Needed
85615,2025-09-28,Not Needed
99131,2025-04-19,Damaged
48540,2025-05-25,Bad Quality
68204,2025-06-25,Damaged
23045,2024-06-14,Not Needed
23538,2024-11-02,Bad Quality
66528,2025-09-05,Bad Quality
70050,2025-09-25,Damaged
1871,2024-09-22,Not Needed
12676,2025-04-19,Not Needed
108390,2024-11-04,Bad Quality
1439,2025-09-03,Not Needed
118650,2025-10-28,Not Needed
79358,2025-09-12,Not Needed
8603,2025-07-07,Wrong Item
51473,2025-07-13,Bad Quality
66359,2024-06-28,Not Needed
44294,2025-08-13,Not Needed
38349,2025-08-21,Not Needed
59313,2025-11-18,Not Needed
105159,2024-10-20,Wrong Item
51629,2025-11-22,Damaged
26528,2025-04-18,Bad Quality
35184,2025-10-19,Damaged
50292,2025-06-25,Bad Quality
45205,2025-07-21,Bad Quality
94072,2024-12-20,Wrong Item
38461,2025-11-08,Damaged
6152,2025-11-24,Wrong Item
51252,2025-03-18,Damaged
76164,2024-12-27,Bad Quality
948,2025-01-29,Damaged
117422,2025-06-20,Bad Quality
59486,2025-10-03,Damaged
27086,2024-12-15,Damaged
91212,2025-11-25,Not Needed
14941,2025-11-15,Not Needed
81708,2024-12-03,Not Needed
43415,2024-11-27,Damaged
69847,2025-04-09,Wrong Item
111460,2025-07-23,Bad Quality
37940,2025-11-21,Wrong Item
3421,2025-06-15,Wrong Item
79861,2025-09-22,Not Needed
79937,2025-11-14,Bad Quality
46632,2025-09-19,Wrong Item
102046,2025-07-05,Not Needed
23768,2025-08-31,Damaged
60356,2025-11-20,Not Needed
20491,2025-03-19,Not Needed
41420,2025-11-23,Damaged
80374,2025-11-28,Damaged
90069,2025-10-15,Not Needed
1385,2025-04-04,Bad Quality
52964,2025-11-04,Damaged
80276,2025-05-05,Damaged
6059,2025-10-12,Bad Quality
81492,2025-07-04,Bad Quality
369,2025-06-25,Wrong Item
116395,2024-07-17,Not Needed
85659,2025-11-17,Wrong Item
54284,2025-10-27,Damaged
81944,2024-11-06,Not Needed
32354,2025-11-22,Not Needed
21858,2025-08-22,Not Needed
63570,2025-05-05,Not Needed
4252,2025-10-23,Bad Quality
79625,2025-01-21,Bad Quality
44295,2025-07-15,Not Needed
36057,2025-10-31,Damaged
98995,2025-07-27,Wrong Item
100794,2025-02-26,Not Needed
115269,2025-07-25,Wrong Item
114269,2025-05-31,Damaged
23930,2025-10-22,Not Needed
59274,2025-08-26,Bad Quality
104210,2025-10-14,Wrong Item
41911,2025-04-01,Damaged
109281,2025-07-07,Wrong Item
71130,2025-11-28,Not Needed
16556,2025-01-24,Not Needed
63535,2025-08-13,Bad Quality
117303,2025-04-02,Bad Quality
36574,2025-06-14,Bad Quality
89938,2024-09-11,Damaged
91489,2025-10-25,Wrong Item
32831,2025-11-06,Not Needed
85710,2025-09-01,Bad Quality
28016,2025-03-24,Wrong Item
44230,2025-11-19,Bad Quality
42669,2025-05-07,Wrong Item
45799,2024-09-13,Not Needed
80690,2024-12-19,Not Needed
71575,2025-03-31,Wrong Item
26854,2025-02-21,Bad Quality
71279,2025-11-01,Not Needed
102016,2025-09-29,Bad Quality
119574,2025-11-16,Not Needed
28170,2025-08-14,Not Needed
86339,2024-05-19,Wrong Item
46553,2025-10-23,Bad Quality
588,2025-08-02,Wrong Item
58995,2024-12-31,Wrong Item
39678,2025-04-03,Wrong Item
109749,2024-10-19,Not Needed
73719,2025-10-24,Not Needed
38021,2025-11-25,Wrong Item
81253,2025-03-08,Wrong Item
71913,2025-04-12,Bad Quality
23134,2024-09-12,Bad Quality
12316,2024-08-26,Damaged
36256,2025-11-03,Bad Quality
19709,2025-08-19,Wrong Item
12854,2025-11-16,Not Needed
44776,2024-11-23,Wrong Item
14400,2024-10-17,Wrong Item
95228,2025-02-28,Not Needed
115237,2025-03-13,Wrong Item
107326,2025-11-24,Wrong Item
59271,2024-11-14,Damaged
61560,2025-04-30,Wrong Item
78393,2025-03-18,Bad Quality
49132,2025-11-04,Wrong Item
109323,2025-11-01,Bad Quality
89870,2025-10-02,Not Needed
56949,2025-04-01,Bad Quality
119985,2025-11-26,Bad Quality
71515,2025-11-03,Bad Quality
119835,2025-09-11,Bad Quality
26657,2025-07-02,Bad Quality
68862,2025-07-04,Not Needed
70627,2025-10-18,Not Needed
97439,2025-01-15,Bad Quality
77499,2025-11-13,Damaged
112909,2025-08-17,Not Needed
10418,2025-10-06,Wrong Item
55101,2024-11-14,Wrong Item
98994,2025-04-05,Bad Quality
62105,2025-03-21,Damaged
41855,2025-06-17,Not Needed
21356,2024-12-24,Wrong Item
15777,2025-09-29,Wrong Item
49874,2025-10-12,Not Needed
40238,2025-03-25,Not Needed
74433,2025-08-14,Wrong Item
74085,2025-06-27,Wrong Item
60784,2025-04-30,Wrong Item
42066,2025-08-14,Wrong Item
6280,2025-04-05,Wrong Item
67443,2025-08-03,Wrong Item
22620,2025-04-22,Damaged
104383,2025-11-04,Not Needed
6591,2025-10-23,Not Needed
87759,2025-08-02,Wrong Item
10340,2025-09-01,Bad Quality
1790,2025-07-28,Bad Quality
79780,2025-05-21,Not Needed
31421,2025-07-12,Damaged
98361,2025-11-18,Damaged
119244,2025-08-08,Wrong Item
24581,2025-07-16,Bad Quality
54531,2025-03-09,Wrong Item
51659,2024-10-22,Wrong Item
3395,2025-09-29,Damaged
92379,2025-08-15,Bad Quality
62571,2024-06-12,Bad Quality
1862,2025-11-26,Bad Quality
64010,2025-08-19,Not Needed
31582,2024-11-09,Bad Quality
53544,2025-11-21,Damaged
15450,2025-05-07,Not Needed
1404,2024-09-23,Not Needed
13604,2025-06-23,Bad Quality
41184,2025-06-29,Wrong Item
52771,2025-07-26,Wrong Item
3685,2025-07-09,Damaged
45685,2025-11-25,Damaged
20307,2024-10-07,Bad Quality
92261,2025-08-11,Not Needed
94351,2025-08-20,Damaged
85422,2025-07-25,Not Needed
21218,2024-06-01,Bad Quality
85674,2025-11-10,Wrong Item
21606,2025-09-15,Wrong Item
114811,2025-05-30,Bad Quality
19899,2025-05-18,Bad Quality
114213,2025-11-24,Wrong Item
22625,2025-08-20,Bad Quality
116370,2025-11-22,Not Needed
65475,2025-07-22,Damaged
54103,2025-11-18,Wrong Item
119511,2025-09-19,Not Needed
5110,2025-06-25,Wrong Item
106091,2025-08-29,Wrong Item
48755,2025-07-08,Wrong Item
112241,2025-10-11,Bad Quality
68788,2025-11-15,Wrong Item
55782,2025-02-17,Not Needed
7468,2025-02-25,Damaged
114571,2025-09-21,Damaged
9272,2024-11-29,Damaged
52235,2025-04-30,Bad Quality
92415,2025-11-04,Damaged
8686,2025-06-27,Damaged
27000,2025-11-14,Damaged
111699,2025-10-27,Not Needed
114701,2025-04-04,Bad Quality
67600,2024-02-16,Wrong Item
47934,2025-11-05,Damaged
97724,2025-08-05,Damaged
116131,2025-11-13,Bad Quality
49345,2025-07-08,Not Needed
97208,2025-04-10,Wrong Item
15758,2025-08-11,Not Needed
73096,2025-11-18,Not Needed
1024,2025-03-15,Wrong Item
102119,2025-11-28,Wrong Item
41053,2024-09-07,Bad Quality
119002,2024-12-26,Bad Quality
112558,2025-02-03,Wrong Item
48058,2025-05-06,Bad Quality
19144,2025-01-18,Not Needed
89993,2025-10-19,Damaged
36155,2024-06-18,Not Needed
62254,2025-08-18,Wrong Item
23260,2025-11-13,Bad Quality
38509,2025-05-08,Not Needed
23399,2025-06-20,Wrong Item
15391,2025-11-16,Bad Quality
17017,2025-05-06,Bad Quality
102468,2025-04-10,Not Needed
92436,2025-11-19,Bad Quality
33837,2025-08-30,Not Needed
74835,2024-04-09,Not Needed
4336,2025-03-22,Wrong Item
103544,2025-06-15,Damaged
59099,2025-11-28,Not Needed
99586,2025-11-28,Damaged
35531,2025-04-14,Bad Quality
3202,2025-11-05,Wrong Item
77289,2025-01-29,Wrong Item
34990,2025-04-05,Not Needed
73859,2024-06-19,Bad Quality
19063,2025-11-28,Wrong Item
51904,2025-10-09,Wrong Item
6100,2025-06-26,Damaged
70183,2025-09-03,Bad Quality
99409,2025-10-25,Damaged
93369,2025-08-05,Not Needed
262,2024-07-12,Not Needed
101755,2025-11-21,Wrong Item
90122,2025-11-01,Wrong Item
112142,2025-10-14,Wrong Item
16014,2025-09-20,Wrong Item
46398,2024-07-08,Not Needed
28519,2025-03-28,Wrong Item
103972,2025-10-18,Bad Quality
47312,2024-05-04,Wrong Item
80597,2025-10-04,Bad Quality
99630,2024-04-02,Not Needed
80071,2025-09-29,Damaged
101966,2025-03-19,Wrong Item
47975,2025-04-19,Wrong Item
8307,2025-10-05,Damaged
19045,2024-07-11,Bad Quality
63471,2025-04-22,Wrong Item
81876,2025-01-19,Bad Quality
68693,2025-05-19,Bad Quality
80410,2025-08-18,Bad Quality
41822,2025-03-19,Bad Quality
17926,2025-08-17,Bad Quality
86553,2025-09-13,Bad Quality
88442,2025-04-28,Wrong Item
59371,2025-08-31,Damaged
5176,2025-08-18,Bad Quality
78465,2025-01-07,Wrong Item
93515,2025-07-01,Not Needed
52028,2025-09-11,Bad Quality
9701,2024-09-23,Wrong Item
79114,2025-10-31,Not Needed
112917,2025-11-23,Not Needed
63099,2025-06-29,Wrong Item
22742,2025-10-17,Not Needed
52057,2025-11-11,Not Needed
39838,2025-01-25,Wrong Item
118903,2024-07-31,Wrong Item
112553,2025-07-13,Damaged
82352,2025-11-01,Bad Quality
16880,2024-05-18,Not Needed
41186,2025-11-28,Bad Quality
22587,2025-09-01,Not Needed
34075,2025-11-23,Bad Quality
74758,2024-12-06,Wrong Item
58571,2025-05-30,Wrong Item
44048,2024-04-04,Bad Quality
56704,2025-05-29,Bad Quality
32892,2025-01-26,Wrong Item
101572,2025-11-08,Wrong Item
40843,2025-11-21,Damaged
34037,2024-06-02,Not Needed
82669,2025-02-24,Bad Quality
2868,2025-06-22,Bad Quality
40077,2025-08-13,Not Needed
87734,2025-09-30,Bad Quality
73397,2025-06-08,Bad Quality
104561,2025-09-01,Not Needed
28783,2025-10-13,Bad Quality
71717,2024-01-09,Not Needed
20613,2025-05-27,Damaged
85733,2025-10-08,Wrong Item
69656,2025-10-11,Bad Quality
102573,2025-07-22,Not Needed
804,2025-07-26,Damaged
106794,2025-06-08,Bad Quality
74245,2025-11-23,Bad Quality
106556,2025-10-27,Not Needed
85519,2025-05-01,Not Needed
9707,2025-08-16,Wrong Item
117144,2024-05-25,Bad Quality
85911,2025-05-31,Wrong Item
50725,2025-04-04,Not Needed
48825,2025-11-14,Not Needed
61317,2025-08-26,Damaged
117973,2024-11-07,Wrong Item
57564,2024-03-19,Bad Quality
92463,2025-08-14,Bad Quality
18887,2024-05-21,Bad Quality
55725,2025-08-12,Wrong Item
74195,2024-10-23,Wrong Item
85057,2025-04-20,Wrong Item
56531,2025-08-21,Bad Quality
68649,2024-06-28,Bad Quality
91192,2025-03-21,Damaged
95241,2025-06-21,Bad Quality
14778,2025-09-20,Wrong Item
88358,2025-10-14,Not Needed
119906,2025-01-04,Damaged
51432,2025-10-21,Not Needed
14273,2025-04-20,Bad Quality
31635,2025-09-02,Bad Quality
20316,2025-09-29,Bad Quality
98898,2025-01-04,Bad Quality
2951,2025-10-29,Bad Quality
66936,2025-10-28,Bad Quality
50305,2025-09-18,Bad Quality
67591,2025-09-06,Bad Quality
85014,2025-04-13,Bad Quality
36353,2025-05-08,Damaged
118152,2025-09-13,Not Needed
46736,2025-03-01,Damaged
79410,2024-06-16,Not Needed
76484,2025-10-24,Not Needed
103726,2025-10-31,Not Needed
37857,2025-06-01,Damaged
82379,2025-11-21,Not Needed
52027,2024-09-02,Damaged
23442,2024-12-16,Bad Quality
78342,2024-11-24,Wrong Item
97630,2025-10-03,Wrong Item
11921,2025-08-06,Wrong Item
98572,2024-06-13,Wrong Item
107907,2025-01-22,Wrong Item
65600,2025-07-30,Damaged
32506,2024-10-25,Bad Quality
92614,2025-08-27,Bad Quality
50653,2025-05-19,Not Needed
17834,2025-09-01,Damaged
81538,2025-02-13,Bad Quality
102314,2025-11-03,Bad Quality
72675,2025-11-22,Not Needed
21197,2025-04-24,Bad Quality
62322,2025-09-20,Bad Quality
114613,2024-05-14,Wrong Item
107357,2024-06-15,Damaged
49585,2025-10-03,Wrong Item
102602,2025-11-13,Damaged
109785,2025-10-09,Wrong Item
87986,2025-10-24,Wrong Item
119508,2025-06-29,Wrong Item
29564,2025-11-23,Bad Quality
65169,2025-11-28,Damaged
117309,2025-09-11,Bad Quality
9579,2024-04-17,Not Needed
29988,2024-06-23,Not Needed
59926,2025-11-23,Bad Quality
5908,2025-09-02,Damaged
102624,2025-08-14,Bad Quality
22543,2025-09-21,Damaged
27912,2024-09-29,Damaged
47336,2025-10-31,Wrong Item
86730,2024-10-26,Damaged
104539,2024-06-11,Bad Quality
6527,2025-09-06,Not Needed
114163,2025-10-29,Bad Quality
36065,2025-11-09,Not Needed
97661,2025-11-04,Not Needed
29403,2024-06-28,Wrong Item
37259,2025-09-08,Not Needed
41878,2025-03-20,Bad Quality
70090,2024-11-29,Wrong Item
10765,2025-04-29,Wrong Item
55573,2025-10-17,Bad Quality
68520,2025-09-05,Bad Quality
70454,2025-02-21,Wrong Item
53474,2025-06-29,Damaged
79188,2024-12-22,Wrong Item
45972,2025-04-12,Not Needed
47107,2025-01-10,Not Needed
15274,2025-11-12,Not Needed
52142,2025-08-03,Bad Quality
94556,2025-08-24,Wrong Item
81226,2025-08-23,Bad Quality
107850,2025-11-26,Damaged
33798,2025-06-04,Not Needed
17496,2025-11-05,Bad Quality
46295,2025-05-13,Bad Quality
47511,2025-11-18,Damaged
89506,2025-02-25,Not Needed
98789,2025-10-17,Damaged
10762,2025-11-17,Damaged
62476,2025-07-17,Bad Quality
93028,2025-11-05,Bad Quality
70923,2025-06-28,Bad Quality
1111,2024-12-19,Damaged
80512,2025-02-15,Bad Quality
75354,2025-10-28,Not Needed
92987,2025-03-31,Damaged
43466,2025-05-03,Damaged
67113,2025-11-18,Bad Quality
6533,2025-02-27,Bad Quality
47071,2025-03-27,Bad Quality
100709,2024-11-27,Not Needed
9383,2024-08-10,Bad Quality
92762,2025-11-11,Wrong Item
66834,2025-03-01,Damaged
111581,2025-09-27,Damaged
119301,2025-11-11,Not Needed
13806,2024-08-14,Bad Quality
43009,2025-05-10,Wrong Item
97310,2024-06-23,Not Needed
12150,2025-10-06,Damaged
24590,2025-06-15,Not Needed
18255,2025-05-30,Bad Quality
119057,2025-10-06,Damaged
77910,2025-09-26,Damaged
89171,2025-10-25,Not Needed
37167,2025-11-15,Damaged
46355,2024-04-13,Wrong Item
82196,2025-08-25,Damaged
22491,2024-12-22,Not Needed
97733,2025-08-22,Wrong Item
115490,2025-11-21,Damaged
68758,2025-06-29,Damaged
105857,2025-07-16,Wrong Item
90740,2025-06-09,Wrong Item
1631,2025-04-11,Bad Quality
47515,2024-08-02,Not Needed
83155,2025-05-22,Bad Quality
84412,2025-07-21,Not Needed
78158,2025-03-17,Wrong Item
34212,2025-03-26,Damaged
77307,2025-07-04,Damaged
11318,2025-10-31,Bad Quality
3174,2025-08-21,Damaged
41089,2025-11-25,Bad Quality
69112,2025-11-14,Wrong Item
1051,2025-07-10,Damaged
92809,2024-08-19,Damaged
31418,2025-01-28,Bad Quality
108329,2024-04-23,Not Needed
64233,2025-05-02,Not Needed
65786,2025-11-05,Wrong Item
12907,2024-08-08,Bad Quality
105882,2024-10-28,Wrong Item
25462,2025-02-16,Not Needed
86768,2025-09-09,Bad Quality
52932,2025-04-15,Damaged
71980,2025-11-20,Not Needed
107106,2025-04-23,Damaged
82249,2025-11-20,Damaged
10027,2025-11-17,Wrong Item
68915,2025-04-08,Bad Quality
102831,2025-08-30,Bad Quality
111446,2025-11-18,Not Needed
8403,2025-02-18,Bad Quality
4583,2025-10-30,Damaged
57617,2024-01-14,Damaged
44525,2024-07-29,Not Needed
44129,2025-10-21,Damaged
99056,2025-10-10,Not Needed
30955,2025-04-06,Wrong Item
92530,2024-10-28,Wrong Item
106727,2025-03-13,Wrong Item
105235,2025-03-04,Wrong Item
2945,2025-07-17,Damaged
53961,2025-04-23,Not Needed
111043,2025-04-06,Damaged
27774,2024-08-15,Not Needed
17270,2025-11-27,Damaged
70116,2024-08-02,Not Needed
28634,2025-10-28,Bad Quality
86260,2025-11-19,Wrong Item
92367,2025-02-13,Damaged
7998,2025-11-21,Wrong Item
116841,2025-06-10,Damaged
6569,2025-08-04,Damaged
41045,2025-11-20,Damaged
73764,2025-03-27,Bad Quality
43585,2025-04-15,Wrong Item
111063,2025-04-13,Wrong Item
23375,2025-10-28,Damaged
102035,2025-06-25,Wrong Item
108731,2025-11-08,Wrong Item
76328,2025-04-18,Wrong Item
88401,2025-04-06,Wrong Item
20855,2024-10-23,Bad Quality
45066,2025-06-29,Not Needed
11117,2025-05-19,Bad Quality
36621,2024-06-30,Wrong Item
41341,2025-08-21,Wrong Item
2518,2025-08-09,Not Needed
37375,2024-11-19,Bad Quality
50916,2025-11-15,Wrong Item
79463,2024-03-08,Bad Quality
29514,2025-07-30,Bad Quality
45391,2025-11-09,Not Needed
109405,2024-09-04,Damaged
61455,2025-11-26,Bad Quality
109789,2025-11-26,Bad Quality
48831,2025-06-16,Bad Quality
30541,2025-08-12,Not Needed
118043,2025-09-05,Wrong Item
20848,2025-05-25,Not Needed
8250,2024-10-29,Not Needed
108487,2025-11-12,Bad Quality
4223,2025-11-03,Not Needed
53014,2025-01-03,Bad Quality
111884,2025-07-17,Not Needed
50146,2025-11-11,Damaged
61917,2025-02-12,Wrong Item
73514,2025-09-30,Wrong Item
105133,2024-08-20,Bad Quality
107968,2025-04-11,Wrong Item
67138,2024-09-15,Not Needed
110964,2024-12-07,Bad Quality
108333,2025-08-20,Wrong Item
1156,2025-11-23,Bad Quality
70854,2025-11-14,Damaged
47583,2025-11-20,Wrong Item
85508,2025-10-20,Damaged
50784,2025-02-06,Wrong Item
102168,2025-04-29,Wrong Item
113693,2025-09-05,Not Needed
99781,2025-08-08,Wrong Item
102242,2025-10-10,Not Needed
101197,2025-05-09,Wrong Item
35861,2025-11-16,Damaged
32079,2025-06-05,Bad Quality
46087,2024-10-16,Not Needed
41628,2025-11-05,Damaged
5713,2025-03-30,Wrong Item
109776,2025-09-19,Damaged
43895,2025-08-22,Wrong Item
44620,2025-07-05,Damaged
95546,2025-06-02,Wrong Item
12989,2024-12-27,Wrong Item
59845,2024-06-03,Not Needed
107417,2025-11-04,Not Needed
52134,2025-08-22,Bad Quality
70386,2025-11-16,Not Needed
82239,2024-06-22,Damaged
19248,2024-06-16,Wrong Item
85032,2024-10-04,Not Needed
18293,2025-07-22,Wrong Item
6559,2025-10-18,Wrong Item
43390,2024-11-15,Damaged
111836,2025-08-26,Not Needed
27665,2025-08-28,Damaged
71971,2024-08-18,Damaged
76809,2025-08-13,Bad Quality
110479,2024-09-21,Bad Quality
13680,2025-09-26,Not Needed
39903,2024-11-20,Damaged
49115,2025-02-28,Wrong Item
110226,2024-06-07,Wrong Item
83659,2025-10-22,Not Needed
20037,2025-03-24,Wrong Item
108383,2025-07-11,Wrong Item
65876,2024-10-06,Damaged
51003,2025-08-03,Bad Quality
40450,2024-09-17,Wrong Item
20329,2025-09-22,Damaged
41197,2025-11-01,Bad Quality
48094,2025-09-05,Not Needed
23993,2025-10-13,Wrong Item
49484,2025-10-21,Not Needed
103647,2024-11-15,Wrong Item
42513,2024-06-16,Wrong Item
94545,2024-09-02,Damaged
35450,2025-10-01,Bad Quality
27935,2025-11-05,Wrong Item
101014,2024-03-13,Bad Quality
43498,2025-03-24,Bad Quality
39314,2024-08-15,Bad Quality
77486,2025-04-07,Not Needed
4582,2025-11-28,Damaged
91191,2025-11-25,Bad Quality
40820,2025-10-22,Not Needed
25274,2025-06-07,Damaged
105101,2025-11-25,Bad Quality
64586,2025-04-07,Wrong Item
60239,2025-06-29,Wrong Item
21938,2024-12-20,Damaged
75475,2024-12-05,Not Needed
71801,2025-08-09,Damaged
14264,2025-04-16,Damaged
65408,2025-01-09,Damaged
21417,2025-08-26,Not Needed
75737,2024-03-02,Wrong Item
78713,2024-11-05,Damaged
58090,2024-12-13,Not Needed
32786,2024-10-29,Bad Quality
110751,2025-09-10,Bad Quality
83603,2025-06-14,Not Needed
111624,2025-07-23,Wrong Item
2073,2025-10-29,Bad Quality
77229,2025-08-23,Damaged
39764,2025-06-01,Damaged
33329,2025-01-05,Wrong Item
118309,2025-08-01,Damaged
108940,2024-10-27,Wrong Item
84025,2025-07-26,Bad Quality
69057,2025-10-29,Bad Quality
42333,2024-07-21,Damaged
98647,2024-10-03,Not Needed
119501,2025-01-25,Not Needed
70066,2025-04-22,Not Needed
76142,2025-05-31,Bad Quality
47846,2025-11-10,Damaged
96615,2025-11-23,Damaged
97428,2025-09-13,Wrong Item
36588,2025-11-17,Not Needed
1289,2025-11-12,Wrong Item
71603,2025-11-02,Wrong Item
72835,2024-06-16,Bad Quality
97117,2025-10-10,Bad Quality
22010,2025-11-27,Damaged
66616,2025-08-07,Bad Quality
99731,2025-07-22,Not Needed
88696,2025-06-22,Damaged
68835,2025-10-13,Wrong Item
39715,2025-04-05,Wrong Item
11267,2025-11-21,Wrong Item
109312,2025-06-29,Not Needed
113495,2024-07-15,Not Needed
111913,2025-11-13,Bad Quality
66057,2025-09-12,Bad Quality
38634,2025-02-27,Wrong Item
80189,2025-07-28,Bad Quality
10766,2025-09-06,Not Needed
18246,2025-06-25,Not Needed
80123,2025-10-30,Bad Quality
3396,2025-04-08,Damaged
116485,2025-04-10,Not Needed
37482,2024-12-13,Wrong Item
19306,2025-10-12,Wrong Item
84031,2025-06-02,Bad Quality
36467,2025-09-15,Wrong Item
28596,2025-08-02,Damaged
88839,2024-05-04,Not Needed
51974,2024-08-03,Damaged
44259,2025-04-19,Damaged
51589,2025-07-13,Damaged
72880,2025-04-13,Damaged
4914,2025-08-09,Wrong Item
40987,2025-06-09,Wrong Item
83026,2025-08-30,Not Needed
44627,2025-02-05,Damaged
55234,2025-08-15,Wrong Item
74206,2024-12-18,Bad Quality
77119,2025-09-19,Wrong Item
51928,2025-09-08,Wrong Item
26175,2025-03-28,Wrong Item
59584,2024-09-27,Damaged
43325,2025-11-05,Wrong Item
108916,2025-06-10,Bad Quality
15155,2025-07-25,Damaged
89727,2025-09-02,Wrong Item
96670,2025-06-14,Damaged
105854,2025-03-01,Bad Quality
66347,2025-04-26,Not Needed
53151,2025-06-23,Damaged
95575,2025-09-19,Wrong Item
28880,2025-07-08,Not Needed
1812,2025-07-03,Damaged
60842,2025-08-16,Damaged
83225,2024-11-16,Damaged
84659,2025-10-06,Bad Quality
42138,2025-07-29,Wrong Item
38582,2024-11-14,Damaged
55088,2025-10-19,Damaged
91012,2025-05-25,Wrong Item
20106,2025-05-19,Not Needed
59487,2025-08-20,Bad Quality
8093,2024-01-21,Wrong Item
79993,2025-11-07,Wrong Item
34997,2024-12-04,Damaged
70616,2024-11-15,Not Needed
4755,2025-08-23,Not Needed
76301,2025-09-15,Damaged
96129,2025-01-19,Damaged
112327,2025-07-29,Wrong Item
89150,2025-07-11,Not Needed
25638,2025-07-19,Wrong Item
68050,2025-08-26,Not Needed
87456,2025-11-11,Not Needed
52722,2025-07-01,Not Needed
50940,2025-03-27,Bad Quality
95940,2025-10-25,Not Needed
58205,2025-04-08,Bad Quality
8521,2025-10-17,Wrong Item
2742,2025-07-23,Damaged
47142,2025-09-06,Damaged
103038,2024-04-23,Wrong Item
17249,2024-08-07,Not Needed
8596,2024-10-24,Damaged
37193,2025-02-13,Damaged
87694,2025-10-05,Damaged
16792,2025-09-13,Bad Quality
118230,2025-07-31,Not Needed
85453,2025-01-23,Wrong Item
15356,2025-06-04,Wrong Item
66964,2025-10-10,Not Needed
61767,2025-11-12,Wrong Item
14588,2024-06-03,Damaged
93576,2025-10-22,Wrong Item
66418,2025-10-04,Wrong Item
11830,2025-09-04,Wrong Item
61652,2025-03-30,Damaged
36410,2024-11-13,Not Needed
108808,2025-07-20,Bad Quality
96577,2025-08-05,Wrong Item
99803,2025-11-01,Damaged
24421,2025-08-11,Damaged
80465,2025-06-22,Not Needed
4840,2025-09-24,Wrong Item
5847,2025-09-19,Bad Quality
96155,2024-08-28,Damaged
118526,2025-07-13,Not Needed
49575,2025-07-03,Damaged
22557,2025-10-20,Wrong Item
62109,2025-11-15,Wrong Item
45538,2025-05-10,Damaged
43326,2025-10-02,Damaged
68669,2024-12-18,Not Needed
5651,2025-07-21,Damaged
51178,2025-02-08,Bad Quality
68685,2025-01-07,Damaged
13758,2025-09-06,Not Needed
25188,2025-08-02,Wrong Item
79788,2025-10-22,Wrong Item
60322,2024-09-06,Damaged
70969,2025-11-08,Wrong Item
87939,2024-07-21,Bad Quality
18142,2025-09-10,Bad Quality
21139,2024-05-27,Bad Quality
59652,2025-10-27,Damaged
